,point.params.X_DUT_M1M2_W,point.params.X_DUT_M1M2_L,point.params.X_DUT_M1CM2C_W,point.params.X_DUT_M1CM2C_L,point.params.X_DUT_M3M4_W,point.params.X_DUT_M3M4_L,point.params.X_DUT_M3CM4C_W,point.params.X_DUT_M3CM4C_L,point.params.X_DUT_M5_W,point.params.X_DUT_M5_L,point.params.X_DUT_M5_NG,point.params.X_DUT_M6_W,point.params.X_DUT_M6_L,point.params.X_DUT_V_BIAS_1,point.params.X_DUT_V_BIAS_2,point.score,fit_summary.ugf.curr_val,fit_summary.ugf.score,fit_summary.dcgain.curr_val,fit_summary.dcgain.score,fit_summary.pm.curr_val,fit_summary.pm.score,fit_summary.v(inoise_total).curr_val,fit_summary.v(inoise_total).score,fit_summary.i(idd_total).curr_val,fit_summary.i(idd_total).score,fit_summary.tsettle.curr_val,fit_summary.tsettle.score
37,5.0728312718081505e-05,1.9561542455088033e-06,6.589715669316654e-06,3.7363713419066694e-07,8.951482250673547e-05,2.5573517867362044e-07,9.861622686088037e-05,2.225979601922415e-06,0.00013623626755467785,6.018480152422108e-06,1,3.742208048698083e-05,9.41613113905674e-06,0.7910518581714366,1.055741338811897,-15.433840880659014,251934600.0,7.906852166126227,34.850089999999994,-6.1499100000000055,73.0,-6.666666666666667,0.0004120740157523337,46.384395311967424,4.71726421399234e-05,-2.6172642139923403,2.457950000000001e-07,0.0
38,0.00014131219417708543,5.457859042746041e-07,1.4265364356893557e-05,3.0026305511134257e-07,8.990155754228817e-06,2.9822141710806387e-07,0.00015332397516842563,2.689750082931106e-06,0.00013190725202975347,6.157055701981299e-06,3,4.4510862766732696e-05,8.827758359801724e-06,1.1966411050029857,1.136696460942909,-15.727660257938624,275725300.0,11.825732319004215,25.87349,-15.126509999999998,68.0,0.0,0.0005494688282399735,33.88761234774027,2.701150257938626e-05,-0.6011502579386258,3.5170799999999996e-07,0.0
39,3.57575874722337e-05,4.433195611841097e-07,7.681441544846707e-06,4.899407931130933e-07,5.467168620076632e-05,2.1875691508508188e-07,0.00017848791586426495,1.512001971526872e-06,0.00012694359282051037,9.059771250829991e-06,3,5.2867122033469505e-05,8.040322040476196e-06,0.9791958840934445,1.0852769465576866,-15.818129999999996,204188000.0,1.2189079445903048,25.181870000000004,-15.818129999999996,54.0,0.0,0.0009675715711820334,9.31360834959722,1.662169172873545e-05,5.8078377469556335,4.0209600000000003e-07,0.0
40,8.21436713856328e-06,1.2508350979600484e-06,3.7413358146186404e-06,2.615277545859359e-07,8.126942869345537e-06,8.003427669834883e-07,0.00018618306722507845,3.9049960199923965e-06,0.0001756465551429525,4.393870755155799e-06,3,6.998346352810656e-05,8.961141853707252e-06,1.1090833983999486,1.0775630421736415,-15.824936071652331,191779900.0,0.0,30.07806,-10.92194,72.0,-4.444444444444445,0.0009253420965607877,11.251686313586744,2.558551627207887e-05,-0.4585516272078868,4.1311699999999995e-07,0.0
41,8.21436713856328e-06,1.2508350979600484e-06,3.7413358146186553e-06,3.4514789943560437e-07,8.126942869345552e-06,6.601735657233474e-07,0.00018618306722507845,3.6214638974071596e-06,0.0001756465551429525,3.7149053594167473e-06,3,7.859902144092445e-05,9.67092390330606e-06,0.9931226975575896,1.0775630421736417,-15.949812916178447,200619099.99999997,1.984701694819051,32.123780000000004,-8.876219999999996,73.0,-6.666666666666667,0.0009838759952085058,8.587881839755708,2.506926249511783e-05,-0.4069262495117827,3.984010000000001e-07,0.0
42,6.453529790570117e-05,1.975804520971933e-06,5.021297668347625e-05,3.198905730696797e-07,8.951482250673547e-05,2.5573517867362044e-07,0.0001111159214195776,2.225979601922414e-06,0.00013623626755467785,6.018480152422108e-06,1,2.2772897462904073e-05,7.655676612325802e-06,0.8032253190143281,1.055741338811897,-16.01068025489507,230958700.0,4.131503162707432,30.12296,-10.877040000000001,62.0,0.0,0.0003127195069865103,58.366421035490504,7.233640254895068e-05,-5.133640254895068,2.3491500000000006e-07,0.0
43,2.5290644648642427e-05,4.835934028942242e-07,2.2830323154414994e-05,2.0803797634119762e-07,1.9120626818557653e-05,5.799779537993528e-07,0.00018374974543665013,1.6823969359334688e-06,0.00019409339171781959,5.683370440813425e-06,1,7.295976805796344e-05,4.610943477333934e-06,1.0683036136850697,1.1234117088250721,-16.030552983755076,232860100.0,4.487578489424359,25.37919,-15.620809999999999,63.0,0.0,0.0008950418044205089,12.697586286098167,2.509742983755076e-05,-0.4097429837550758,3.005609999999999e-07,0.0
44,4.6535560251281546e-05,1.614457068227671e-06,1.9733868101294932e-05,9.91437998615497e-07,7.9351568968842e-05,2.99334194129473e-07,0.00011562784328891688,2.0579031696373357e-06,7.685924769675872e-05,4.593883159154426e-06,2,1.6810442549419728e-05,9.850844028327963e-06,1.1333336629611819,1.0112020760267877,-16.056678252129288,235491400.0,4.975575685523246,29.150209999999998,-11.849790000000002,56.0,0.0,0.0003848783210268649,49.349573374382935,6.306888252129285e-05,-4.206888252129285,2.0458300000000008e-07,0.0
45,0.00010212454661368388,1.9246315777560606e-06,1.6585748386308055e-05,7.99112864819824e-07,7.465656254384533e-05,2.7548632606142503e-07,0.00015552823330993427,1.7735694479600973e-06,0.0001791139776028834,4.504374892330201e-06,2,4.1084376243000014e-05,9.39882354173917e-06,0.6221671234191619,1.1649988091866514,-16.098355501380194,248723600.00000003,7.349770028071171,37.66963,-3.330370000000002,74.0,-8.88888888888889,0.0003460063141106133,53.97351589928439,5.979096612491302e-05,-3.8790966124913013,2.5782100000000025e-07,0.0
46,4.3031634056048925e-05,7.501320963040165e-07,2.2830323154414994e-05,4.369154906414357e-07,1.912062681855768e-05,2.9858883440381595e-07,0.00010924396145131381,1.6823969359334688e-06,0.0001946687540383404,8.952609314835966e-06,1,4.788914898991606e-05,8.796217764760875e-06,1.0683036136850697,1.052004693892349,-16.101987105680735,340406400.0,20.97784219505328,26.74595,-14.25405,64.0,0.0,0.0005027149932561684,37.74973450334597,3.947937105680736e-05,-1.8479371056807363,3.0005100000000023e-07,0.0
47,7.286677321045546e-05,4.047669567613564e-07,1.5541430439686047e-05,2.3025059917781698e-07,2.4371711496980918e-05,2.450412391379949e-07,0.00016967114547341278,4.2646025846418755e-06,0.00015234327945185737,5.300915946227739e-06,3,4.021122681559573e-05,1.6669711872872116e-06,1.1291509136166946,0.998521577893902,-16.119016292283618,249481500.0,7.481905183550847,24.883950000000002,-16.116049999999998,69.0,0.0,0.0005364451968072946,34.92938220156693,2.102966292283621e-05,-0.002966292283620943,3.801429999999999e-07,0.0
48,7.436152208055675e-05,5.37763616674192e-07,4.1508015969267205e-05,4.4326540286420984e-07,7.5156678486109e-05,2.437907568257893e-07,0.0001061910103725807,2.3429336166024433e-06,0.00015060471696134314,6.48413800513255e-06,5,3.599842377488646e-05,9.566943618738943e-06,1.1883692393171723,1.0486950177550132,-16.510356292124694,304534700.0,16.14174904448859,25.78779,-15.212209999999999,68.0,0.0,0.0004582697968311355,41.76979479396336,3.398146292124695e-05,-1.2981462921246947,2.8842200000000004e-07,0.0
49,3.1526006534234514e-05,5.457898598660577e-07,3.3374910829944734e-05,1.9082028157968158e-07,1.5774739063610765e-05,2.6819070874709497e-07,5.561404004930139e-05,2.6076778855091233e-06,0.00011498968377355903,5.293809799924774e-06,5,2.592363248382048e-05,8.708009181481385e-06,1.1048343516915489,1.1781752331477655,-16.734610374330234,536112200.0,40.70363955960181,26.01607,-14.98393,70.0,0.0,0.0007011346638632921,23.301774408223434,3.850680374330234e-05,-1.7506803743302337,2.3293599999999986e-07,0.0
50,7.850972570844358e-05,1.5708540953366127e-06,1.2470423349249246e-05,1.8911258547558336e-07,9.803004279184312e-05,1.817027899401478e-07,5.003721165763955e-05,4.366325380571411e-06,0.00018939380396056034,9.0696888758311e-06,4,3.2731583653412475e-05,9.035072862847023e-06,1.1868591258076082,0.956878713765168,-16.83030843916913,250913299.99999997,7.730438755925303,28.501739999999998,-12.498260000000002,71.0,-2.2222222222222223,0.0003193122339132423,57.46036249752188,4.209826216946908e-05,-2.1098262169469075,3.12778e-07,0.0
